up:P62489	rno:117017
up:Q09533	cel:CELE_F10B5.1
up:Q54J69	ddi:DDB_G0288273
up:Q0ITS8	osa:4350098
up:Q9P769	spo:SPAP7G5.05
up:Q09127	spo:SPBC18E5.04
up:Q93W22	ath:AT1G66580
up:P45633	zma:542298
up:Q08770	ath:AT1G26910
up:Q0DKF0	osa:4337928
up:Q93VT9	ath:AT1G14320
up:P41805	sce:YLR075W
up:Q8SR96	ecu:ECU08_1570
up:Q235M8	tet:TTHERM_01053000
up:P23935	bta:327714
up:Q9CPP6	mmu:68202
up:Q4R5J1	mcf:101865843
up:Q16718	hsa:4698
up:Q63362	rno:25488
up:P0CB99	pon:100172232
up:A7SN31	nve:NEMVE_v1g214799
up:Q7ZV22	dre:393526
up:Q13126	hsa:4507
up:Q9CQ65	mmu:66902
up:Q3MHF7	bta:782907
up:Q16MW6	aag:5575922
up:Q9V813	dme:Dmel_CG4802
up:Q7Q9N9	aga:AgaP_AGAP005129
up:Q5E9K0	bta:516919
up:P40307	rno:29675
up:Q9R1P3	mmu:26445
up:P49721	hsa:5690
up:P46782	hsa:6193
up:P97461	mmu:20103
up:Q24186	dme:Dmel_CG8922
up:P49041	cel:CELE_T05E11.1
up:Q9VFE4	dme:Dmel_CG7014
up:Q9ZUT9	ath:AT2G37270
up:Q7RVI1	ncr:NCU09475
up:P51427	ath:AT3G11940
up:P26783	sce:YJR123W
up:O14277	spo:SPAC8C9.08
up:Q9P3T6	spo:SPAC328.10c
up:Q54MA6	ddi:DDB_G0286075
up:Q9YAU8	ape:APE_1846.1
up:P35026	sso:SSO0217
up:Q8SS72	ecu:ECU04_0140
up:Q6LXI3	mmp:MMP1368
up:Q976B0	sto:STK_02700
up:P17198	sai:Saci_0686
up:P54063	mja:MJ_1047
up:Q3SYT7	bta:512891
up:Q0MQI0	ptr:100126358
up:O75251	hsa:374291
up:Q9DC70	mmu:75406
up:P0CB83	pon:100173971
up:P42026	bta:338079
up:Q42577	ath:AT5G11770
up:A8XFG2	cbr:CBG12445
up:Q94360	cel:CELE_W10D5.2
up:B5EN70	afe:Lferr_2256
up:O47950	ncr:NCU03953
up:B8GNY6	tgr:Tgr7_0987
up:B5EM21	afe:Lferr_2042
up:Q2GDX9	nse:NSE_0431
up:Q0BSK3	gbe:GbCGDNIH1_1301
up:A4G643	har:HEAR1825
up:Q0KCS9	reh:H16_A1051
up:Q82TU4	neu:NE1776
up:A6SY06	mms:mma_1463
up:Q473U2	reu:Reut_A0962
up:Q3J829	noc:Noc_2564
up:B2U7R0	rpi:Rpic_2213
up:A1AVR3	rma:Rmag_0238
up:Q8XXQ2	rso:RSc2061
up:Q142H2	bxe:Bxe_A3213
up:Q142H2	bxb:DR64_915
up:Q2W3I5	mag:amb2786
up:Q3SEX7	tbd:Tbd_1143
up:Q2RU39	rru:Rru_A1556
up:Q0AHJ9	net:Neut_0923
up:Q1GZL0	mfa:Mfla_2060
up:Q2YA26	nmu:Nmul_A1092
up:C5CT19	vap:Vapar_3509
up:Q0BDD1	bam:Bamb_2286
up:Q31HF9	tcx:Tcr_0818
up:A5FX09	acr:Acry_0922
up:A5CXF8	vok:COSY_0230
up:A3MIA2	bmn:BMA10247_0414
up:A3MIA2	bmaz:BM44_2597
up:A5IHW2	lpc:LPC_3074
up:B1Y828	lch:Lcho_1502
up:Q5ZRT9	lpn:lpg2788
up:A1WXW6	hha:Hhal_1764
up:Q54NI6	ddi:DDB_G0285239
up:Q47HH5	dar:Daro_0950
up:B1XUJ9	pne:Pnec_0822
up:A1WLP3	vei:Veis_2812
up:Q0A776	aeh:Mlg_1969
up:Q2GG48	ech:ECH_0787
up:A0LDS6	mgm:Mmc1_3634
up:Q7NZI0	cvi:CV_0942
up:A1W4M3	ajs:Ajs_0958
up:A8EZ83	rcm:A1E_03675
up:A9HRU3	gdi:GDI3039
up:A9HRU3	gdj:Gdia_3329
up:A8GX77	rbo:A1I_05775
up:Q92ID6	rco:RC0484
up:A1TLL7	aav:Aave_1264
up:C3PN71	raf:RAF_ORF0451
up:Q127X3	pol:Bpro_3255
up:Q4UM06	rfe:RF_0566
up:A1K5A9	azo:azo1397
up:Q3BRN0	xcv:XCV2852
up:A1VM61	pna:Pnap_1425
up:Q5P1E9	eba:ebA4835
up:B2SVL8	xop:PXO_01288
up:B4SQT5	smt:Smal_2830
up:Q5GXT2	xoo:XOO3235
up:Q4UWB7	xcb:XC_1590
up:C1DCA4	lhk:LHK_00528
up:A9BNB3	dac:Daci_5179
up:A3PIW9	rsh:Rsph17029_1175
up:A8F1C7	rms:RMA_0503
up:A2SFM7	mpt:Mpe_A1404
up:B9KQW1	rsk:RSKD131_0828
up:Q68X17	rty:RT0345
up:Q5FHF7	erg:ERGA_CDS_03090
up:Q1RJI6	rbe:RBE_0397
up:B0U1W6	xfm:Xfasm12_0270
up:Q9ZDH2	rpr:RP356
up:Q9PGJ4	xfa:XF_0306
up:Q5LPR4	sil:SPO2785
up:B2I785	xfn:XfasM23_0241
up:Q28T75	jan:Jann_1170
up:Q163Q1	rde:RD1_3291
up:B9KI91	amf:AMF_333
up:A4WU33	rsq:Rsph17025_2006
up:A8LIT6	dsh:Dshi_1308
up:Q5PB32	ama:AM453
up:A5CES0	ots:OTBS_1628
up:A7HY48	pla:Plav_3225
up:A8GN54	rak:A1C_02670
up:A9II02	bpt:Bpet1678
up:Q1GIP1	sit:TM1040_0742
up:Q2KV17	bav:BAV1043
up:O68853	sme:SMc01913
up:Q5GT43	wbm:Wbm0242
up:A6X1N3	oan:Oant_2423
up:B3PVZ8	rec:RHECIAT_CH0001676
up:Q2K9T4	ret:RHE_CH01603
up:Q7VZQ4	bpe:BP0842
up:Q57DV0	bmb:BruAb1_0817
up:B5ZYL3	rlt:Rleg2_1260
up:A8I3Y7	azc:AZC_1668
up:B3CM42	wpi:WP0853
up:B9JD43	ara:Arad_1843
up:Q1MIL4	rle:RL1701
up:Q8G1B6	bms:BR0803
up:Q8G1B6	bsi:BS1330_I0799
up:A1B497	pde:Pden_2249
up:Q73G42	wol:WD_1123
up:Q4FM90	pub:SAR11_0884
up:A6U7W4	smd:Smed_0889
up:Q2GKI6	aph:APH_0520
up:A9CJB2	atu:Atu1269
up:Q2G5Y4	nar:Saro_2302
up:Q0APY9	mmr:Mmar10_1356
up:A7IPA6	xau:Xaut_4632
up:B0TWP5	fph:Fphi_0930
up:Q11JK5	mes:Meso_1023
up:Q1GTJ8	sal:Sala_1310
up:B2IHW6	bid:Bind_2398
up:Q9K1C2	nme:NMB0242
up:Q2NA61	eli:ELI_06690
up:B8IUU7	mno:Mnod_4127
up:B1LUN6	mrd:Mrad2831_2059
up:B0ULK5	met:M446_4391
up:Q5NIN4	ftu:FTT_0032
up:Q98KQ6	mlo:mll1371
up:Q89KI7	bja:bll4918
up:B1ZA45	mpo:Mpop_1018
up:B8EIL8	msl:Msil_2919
up:B6JGW0	oca:OCAR_5923
up:B6JGW0	ocg:OCA5_c20980
up:Q215I4	rpc:RPC_2400
up:Q3SRE4	nwi:Nwi_1887
up:Q83BQ6	cbu:CBU_1447
up:Q2K755	ret:RHE_CH02557
up:Q1QL85	nha:Nham_2220
up:Q5F616	ngo:NGO1750
up:A4YVL1	bra:BRADO4185
up:A5EK99	bbt:BBta_4562
up:Q135X5	rpd:RPD_2886
up:Q0C1E6	hne:HNE_1743
up:Q07NM6	rpe:RPE_2520
up:A1INN9	nma:NMA0018
up:A9W1N2	mex:Mext_1084
up:Q6N5M3	rpa:RPA2951
up:Q21YC6	rfr:Rfer_1494
up:A1USW8	bbk:BARBAKC583_0779
up:B6ISY0	rce:RC1_1239
up:B9JVE6	avi:Avi_1713
up:A9IUQ3	btr:BT_1216
up:A5VAL8	swi:Swit_2983
up:Q6G389	bhe:BH08940
up:Q7NUE5	cvi:CV_2755
up:Q6FZZ0	bqu:BQ05650
up:B4RCM8	pzu:PHZ_c1804
up:Q63QG0	bps:BPSL3063
up:A1K3P1	azo:azo0829
up:B0SZ51	cak:Caul_2835
up:Q9A6X1	ccr:CC_1955
up:B8GWV5	ccs:CCNA_02032
up:C0Z772	bbe:BBR47_54440
up:Q7MA50	wsu:WS0473
up:Q3JNA0	bpm:BURPS1710b_3588
up:A6Q1P4	nis:NIS_0289
up:Q17Z53	hac:Hac_0223
up:B5YL35	tye:THEYE_A1126
up:O25851	hpy:HP1261
up:O25851	heo:C694_06520
up:Q9ZJW6	hpj:jhp_1182
up:B6JNA1	hpp:HPP12_1227
up:Q30PH9	tdn:Suden_1828
up:Q5KUJ6	gka:GK3355
up:A6QCG2	sun:SUN_2231
up:A7HZU9	cha:CHAB381_0182
up:B3ET80	aas:Aasi_1809
up:A4ITI6	gtn:GTNG_3301
up:B8J1D6	dds:Ddes_1664
up:A7ZBE5	cco:CCC13826_1657
up:A7GW69	ccv:CCV52592_1528
up:Q11XR8	chu:CHU_0510
up:Q24UB6	dsy:DSY2587
up:B3E9W8	glo:Glov_3137
up:B3PY57	rec:RHECIAT_CH0003633
up:Q9RU87	dra:DR_1505
up:P56897	sme:SMa1532
up:Q2K3U4	ret:RHE_CH03737
up:C1D0H2	ddr:Deide_05100
up:A8FNN6	cju:C8J_1475
up:Q5HSL3	cjr:CJE1749
up:Q0P850	cje:Cj1578c
up:A6LXQ4	cbe:Cbei_2995
up:Q56218	ttj:TTHA0085
up:B0TH78	hmo:HM1_2197
up:Q90891	gga:396349
up:P36506	rno:58960
up:P29678	ocu:100009316
up:Q63932	mmu:26396
up:Q01986	rno:170851
up:P31938	mmu:26395
up:Q02750	hsa:5604
up:Q1HG70	cfa:611939
up:P36507	hsa:5605
up:Q05116	xla:379991
up:Q9XT09	ptr:450188
up:Q63980	cge:100689403
up:Q24324	dme:Dmel_CG15793
up:P38117	hsa:2109
up:Q5RFK0	pon:100171463
up:Q2TBV3	bta:617210
up:Q9DCW4	mmu:110826
up:Q68FU3	rno:292845
up:Q6UAQ8	ssc:396614
up:Q54YZ4	ddi:DDB_G0277991
up:Q7F9U3	osa:4335102
up:Q9LSW8	ath:AT5G43430
up:P53575	bja:blr1377
up:Q9HZP6	pae:PA2952
up:Q9Y1A3	dme:Dmel_CG1728
up:Q3SZ93	bta:618131
up:Q2TBX6	bta:514237
up:P18421	rno:94198
up:P20618	hsa:5689
up:O09061	mmu:19170
up:P46778	hsa:6144
up:A5JSS2	chx:100860777
up:A5JSS2	chx:108634465
up:P20280	rno:79449
up:Q02753	sce:YBR191W
up:Q12672	sce:YPL079W
up:P34334	cel:CELE_C14B9.7
up:O42706	spo:SPAC959.08
up:Q9UUC1	spo:SPBC365.03c
up:P49666	ssc:100736809
up:O55013	mmu:27096
up:O43617	hsa:27095
up:Q5ZI57	gga:419625
up:P36149	sce:YKR068C
up:Q4KL14	mmu:692132
up:Q5T215	hsa:100128327
up:Q86K94	ddi:DDB_G0277135
up:Q9P6P5	spo:SPAC644.18c
up:Q7Z7H5	hsa:222068
up:Q8R1V4	mmu:103694
up:Q99KF1	mmu:67511
up:Q5I0E7	rno:361207
up:Q9BVK6	hsa:54732
up:Q3T133	bta:618580
up:B4PVC6	dya:Dyak_GE24749
up:B3NZM5	der:6552422
up:B3MTS8	dan:Dana_GF23165
up:Q295B2	dpo:Dpse_GA17284
up:B4HJV5	dse:Dsec_GM26230
up:Q9I7K5	dme:Dmel_CG33104
up:B4NKL0	dwi:6651051
up:B4GMC3	dpe:6594320
up:B4QWH9	dsi:Dsimw501_GD20772
up:B4LYB8	dvi:Dvir_GJ23362
up:B4KB41	dmo:Dmoj_GI10144
up:B4JG34	dgr:Dgri_GH18190
up:P27869	cfa:403969
up:P48588	dme:Dmel_CG6684
up:Q6PBI5	dre:393788
up:Q6Q311	oas:101110758
up:Q6Q311	oas:443521
up:Q90YP9	ipu:100305058
up:P30279	hsa:894
up:P49706	gga:374047
up:Q8WNW2	ssc:397162
up:Q0P5D3	bta:615414
up:Q04827	rno:64033
up:P30280	mmu:12444
up:P53782	xla:373667
up:Q3MHH5	bta:540547
up:P30281	hsa:896
up:Q90459	dre:30222
up:P30282	mmu:12445
up:P55169	gga:396341
up:P48961	rno:25193
up:Q2KI22	bta:524530
up:Q64HP0	cfa:449028
up:P39948	rno:58919
up:P25322	mmu:12443
up:P24385	hsa:595
up:Q5R6J5	pon:100171625
up:Q2NKZ1	bta:514355
up:Q99832	hsa:10574
up:P80313	mmu:12468
up:Q5R5C8	pon:100173801
up:Q9SF16	ath:AT3G11830
up:P87153	spo:SPBC25H2.12c
up:Q54ER7	ddi:DDB_G0291225
up:P42943	sce:YJL111W
up:O77323	pfa:PF3D7_0308200
up:Q7T0V2	xla:380570
up:Q4SSF5	tng:GSTEN00013453G001
up:Q503S6	dre:553597
up:Q9UHA4	hsa:8649
up:B4F6Y3	xtr:100216113
up:Q5ZIP2	gga:425210
up:Q17QQ1	bta:533155
up:Q5R3Z6	pon:100174756
up:O88653	mmu:56692
up:Q5U204	rno:362045
up:Q7T0T2	xla:379557
up:Q5R9R4	pon:100172811
up:Q58DT1	bta:514966
up:Q4R506	mcf:101866393
up:P18124	hsa:6129
up:P14148	mmu:19989
up:Q5ZJ56	gga:420182
up:Q7SBD5	ncr:NCU07829
up:O01802	cel:CELE_F53G12.10
up:P60040	ath:AT2G01250
up:P60039	ath:AT2G44120
up:Q9LHP1	ath:AT3G13580
up:Q6C603	yli:YALI0E13618g
up:P11874	ddi:DDB_G0276441
up:P32100	dme:Dmel_CG4897
up:O60143	spo:SPBC18H10.12c
up:Q6BTA4	dha:DEHA2D02266g
up:P25457	spo:SPAC3H5.07
up:Q755A7	ago:AGOS_AFL082W
up:P05737	sce:YGL076C
up:Q12213	sce:YPL198W
up:P17937	spo:SPAC664.06
up:Q9DCF9	mmu:67437
up:Q3SZ87	bta:767980
up:Q9UNL2	hsa:6747
up:Q5RCD7	pon:100174364
up:Q3E811	sce:YLR162W-A
up:P62744	rno:65046
up:Q7SAQ1	ncr:NCU07989
up:Q4ICG5	fgr:FGSG_05093
up:Q4WS49	afm:AFUA_1G14010
up:Q5BFF8	ani:AN0722.2
up:Q84WL9	ath:AT1G47830
up:Q54H39	ddi:DDB_G0289721
up:Q9Z0V8	mmu:21854
up:O35092	rno:54311
up:Q99595	hsa:10440
up:Q9Z0V7	mmu:21855
up:O60830	hsa:10245
up:Q2HJE9	bta:540765
up:P59670	ncr:NCU05623
up:P35279	mmu:19346
up:P20340	hsa:5870
up:Q1KME6	gga:419063
up:O18334	dme:Dmel_CG6601
up:Q9NRW1	hsa:51560
up:Q22782	cel:CELE_T25G12.4
up:Q9H0N0	hsa:84084
up:P34213	cel:CELE_F59B2.7
up:O80501	ath:AT2G44610
up:P17608	spo:SPAC4C5.02c
up:Q9LFT9	ath:AT5G10260
up:Q9SID8	ath:AT2G22290
up:Q55FK2	ddi:DDB_G0268068
up:Q9SMR4	ath:AT4G39890
up:Q5JT25	hsa:347517
up:Q9LV79	ath:AT5G64990
up:Q99260	sce:YLR262C
up:O12976	xla:399258
up:P62314	hsa:6632
up:Q9VU02	dme:Dmel_CG10753
up:O42661	spo:SPAC27D7.07c
up:Q10013	cel:CELE_T28D9.10
up:Q99L28	mmu:225215
up:Q3SZ12	bta:783948
up:Q9UHA3	hsa:51187
up:Q5RF04	pon:100174234
up:Q6P6G7	rno:363099
up:Q7ZTZ2	dre:406266
up:O22165	ath:AT2G44860
up:Q86B05	ddi:DDB_G0272789
up:Q4R5P3	mcf:102123136
up:P62907	rno:81729
up:Q7ZYS8	xla:379897
up:Q9VTP4	dme:Dmel_CG7283
up:Q6PC69	dre:323305
up:Q90YV8	ipu:100305047
up:Q9N4I4	cel:CELE_Y71F9AL.13
up:O14363	spo:SPBC30D10.18c
up:O74836	spo:SPCC1183.08c
up:P59230	ath:AT2G27530
up:Q8VZB9	ath:AT1G08360
up:P59231	ath:AT5G22440
up:Q7RZS0	ncr:NCU00294
up:Q86L05	ddi:DDB_G0276871
up:Q9UVJ4	cal:CAALFM_C602240CA
up:Q6FRF5	cgr:CAGL0H08976g
up:Q755D9	ago:AGOS_AFL116W
up:P0CX43	sce:YGL135W
up:P0CX43	sce:YPL220W
up:P61256	mcf:102127561
up:P61256	mcf:102140788
up:Q9UNX3	hsa:51121
up:Q2I0I6	aml:100473952
up:Q19869	cel:CELE_F28C6.7
up:P78946	spo:SPBC29B5.03c
up:Q54QM8	ddi:DDB_G0283741
up:Q9VMU4	dme:Dmel_CG5827
up:Q90YT0	ipu:100304551
up:Q9U2A8	cel:CELE_Y48B6A.2
up:P32046	gga:769981
up:Q7SZB4	xla:379413
up:D4AAZ6	rno:100361520
up:Q54UG4	ddi:DDB_G0281093
up:Q8RXU5	ath:AT3G60245
up:A4S6Z4	olu:OSTLU_13231
up:Q9SRK6	ath:AT3G10950
up:Q6FRG6	cgr:CAGL0H08734g
up:Q751L1	ago:AGOS_AGL310C
up:P0CX26	sce:YJR094W-A
up:P0CX26	sce:YPR043W
up:O94686	spo:SPBC83.02c
up:A7RHL5	nve:NEMVE_v1g158749
up:B5X8A5	sasa:100196133
up:Q6TGV7	dre:336650
up:Q4KML4	mmu:73112
up:Q3ZBN0	bta:505914
up:Q498C5	xla:734729
up:Q9P1F3	hsa:58527
up:A4IHJ3	xtr:100124856
up:Q6AVK1	osa:4333773
up:Q8LBN7	ath:AT4G33640
up:Q558Y7	ddi:DDB_G0272861
up:P12004	hsa:5111
up:P04961	rno:25737
up:Q3ZBW4	bta:515499
up:P57761	cge:100689335
up:Q9PTP1	dre:30678
up:P17918	mmu:18538
up:Q9DEA3	gga:373984
up:Q9DDF1	cjo:107323623
up:Q9M7Q7	ath:AT1G07370
up:Q43124	bna:106420145
up:P17917	dme:Dmel_CG9193
up:O82797	nta:107779602
up:Q9ZW35	ath:AT2G29570
up:O01377	bmor:692356
up:P17070	osa:4331062
up:Q43266	zma:542425
up:Q54K47	ddi:DDB_G0287607
up:A7RM20	nve:NEMVE_v1g239264
up:B5FZ19	tgu:100190672
up:B0BNA7	rno:682390
up:Q13347	hsa:8668
up:Q9QZD9	mmu:54709
up:Q5E966	bta:521747
up:Q5EBE8	xtr:548498
up:Q5R7R2	pon:100173261
up:Q66J51	xla:447488
up:Q7ZV55	dre:406263
up:Q1HPW4	bmor:732970
up:Q5IH81	ocu:100008959
up:B4JB43	dgr:Dgri_GH10244
up:Q16K15	aag:5577291
up:B4GSH1	dpe:6596349
up:O02195	dme:Dmel_CG8882
up:B3N4C7	der:6540828
up:B4Q354	dsi:Dsimw501_GD22675
up:B4N0L0	dwi:6644034
up:B4LUA5	dvi:Dvir_GJ17275
up:B4KGX9	dmo:Dmoj_GI15375
up:B0XFT7	cqu:CpipJ_CPIJ018275
up:B0XFT7	cqu:CpipJ_CPIJ018457
up:B3MVL6	dan:Dana_GF23646
up:B4NW98	dya:Dyak_GE18714
up:Q7PP77	aga:AgaP_AGAP006607
up:Q8JGR4	dre:192301
up:P83732	rno:64307
up:P62268	rno:124323
up:Q6SA96	ssc:396638
up:Q90YQ1	ipu:100304573
up:Q8T3U2	dme:Dmel_CG8415
up:Q8I7D5	cin:445689
up:Q19877	cel:CELE_F28D1.7
up:Q55A19	ddi:DDB_G0272250
up:Q9HE74	ncr:NCU01552
up:Q873W8	afm:AFUA_1G09440
up:Q6FLA8	cgr:CAGL0L04840g
up:P49201	ath:AT5G02960
up:Q9SF35	ath:AT3G09680
up:A0RUR2	csy:CENSYa_0445
up:Q8TXJ2	mka:MK0681
up:Q2NEK8	mst:Msp_1369
up:Q8SR65	ecu:ECU10_0400
up:A3MXZ4	pcl:Pcal_2096
up:A0B562	mtp:Mthe_0033
up:Q8TRC1	mac:MA_1259
up:O27129	mth:MTH_1055
up:Q12WT0	mbu:Mbur_1173
up:A3DMP8	smr:Smar_0807
up:Q8ZYQ4	pai:PAE0670
up:Q8PUR5	mma:MM_2267
up:O28387	afu:AF_1892
up:A3CXN0	mem:Memar_2207
up:A5ULM8	msi:Msm_0901
up:Q6L0R4	pto:PTO0853
up:Q464Z1	mba:Mbar_A3688
up:A2BN38	hbu:Hbut_1578
up:Q976A8	sto:STK_02720
up:P39573	sso:SSO0219
up:Q97CD8	tvo:TVG0173432
up:P11524	sai:Saci_0688
up:A8A929	iho:Igni_0247
up:Q9HLY2	tac:Ta0091
up:Q9YAU5	ape:APE_1849
up:Q18EX9	hwa:HQ_3391A
up:Q0W8G5	rci:LRC361
up:A1RWW1	tpe:Tpen_0281
up:B0R8D1	hsl:OE_4736R
up:A1RSE4	pis:Pisl_0698
up:A4WNA3	pas:Pars_2326
up:Q5UZR8	hma:rrnAC2424
up:Q3IUM8	nph:NP_0122A
up:A7I4X6	mbn:Mboo_0265
up:Q2FS69	mhu:Mhun_2830
up:A6VGV3	mmz:MmarC7_0612
up:Q6LXI4	mmp:MMP1367
up:A4FWF2	mmq:MmarC5_0211
up:P54062	mja:MJ_1046
up:A2STX1	mla:Mlab_1615
up:P62258	hsa:7531
up:P92177	dme:Dmel_CG31196
up:O42766	cal:CAALFM_C103220CA
up:P34730	sce:YDR099W
up:P42657	spo:SPAC17A2.13c
up:P29311	sce:YER177W
up:Q9C5W6	ath:AT1G26480
up:P54632	ddi:DDB_G0269138
up:Q06967	osa:4333880
up:P52908	cre:CHLREDRAFT_185967
up:Q41418	sot:102580656
up:P93343	nta:107777576
up:P61983	rno:56010
up:Q96453	gmx:547990
up:P42644	ath:AT5G38480
up:Q7XTE8	osa:4336066
up:P93212	sly:544213
up:P93208	sly:101247195
up:P42643	ath:AT4G09000
up:Q5F3W6	gga:427820
up:Q6EUP4	osa:4329775
up:Q01525	ath:AT1G78300
up:Q6ZKC0	osa:4345634
up:Q6PCG0	xla:379724
up:P49106	zma:542291
up:O49995	nta:107787833
up:P46077	ath:AT1G35160
up:P42656	spo:SPAC8E11.02c
up:P93213	sly:544114
up:Q6PC29	dre:117604
up:Q9S9Z8	ath:AT1G34760
up:Q04917	hsa:7533
up:Q01526	zma:100279512
up:Q6NRY9	xla:432005
up:P68511	rno:25576
up:P48347	ath:AT1G22300
up:Q5PRD0	dre:323055
up:P48348	ath:AT5G65430
up:Q96300	ath:AT3G02520
up:Q96299	ath:AT2G42590
up:Q2F637	bmor:692854
up:P93784	sot:102588264
up:P93211	sly:543562
up:Q5ZKC9	gga:425619
up:P48349	ath:AT5G10450
up:P63103	bta:287022
up:P63102	rno:25578
up:Q5XHK2	xla:399276
up:O49998	nta:107801900
up:Q8AVQ3	xla:380457
up:P42652	sly:543791
up:P93214	sly:544115
up:P29310	dme:Dmel_CG17870
up:Q7T356	dre:406419
up:P42645	ath:AT5G16050
up:Q2R2W2	osa:4350697
up:P93207	sly:544116
up:Q5XGC8	xtr:496529
up:Q1HR36	aag:5568471
up:Q6P4Z5	xtr:394780
up:P31946	hsa:7529
up:Q41246	nta:107784347
up:Q5ZLQ6	gga:419190
up:P68250	bta:286863
up:P35213	rno:56011
up:Q9CQV8	mmu:54401
up:P93342	nta:107794654
up:P41932	cel:CELE_M117.2
up:O49996	nta:107805373
up:Q26540	smm:Smp_009760
up:Q5ZMD1	gga:421932
up:P27348	hsa:10971
up:Q6Q6X0	ocu:100008930
up:Q84J55	osa:4345850
up:Q5QNB8	osa:4325534
up:P31947	hsa:2810
up:O70456	mmu:55948
up:O77642	oas:443032
up:P70076	tru:101063477
up:Q61035	mmu:15115
up:Q2KI84	bta:510937
up:Q5R4R2	pon:100173931
up:P12081	hsa:3035
up:Q5R5E5	pon:100173789
up:P49590	hsa:23438
up:A5D7V9	bta:615182
up:Q99KK9	mmu:70791
up:Q86AS6	ddi:DDB_G0274159
up:P34183	cel:CELE_T11G6.1
up:Q6QAT0	ssc:414419
up:Q3SZQ6	bta:615556
up:P84323	dpo:Dpse_GA20704
up:P04359	dme:Dmel_CG7939
up:Q8WRF3	ame:406099
up:Q90YT6	ipu:100304545
up:Q7RXY1	ncr:NCU00464
up:P49211	ath:AT4G18100
up:Q9FHG2	ath:AT5G46430
up:P79015	spo:SPAC3H5.10
up:O42935	spo:SPBC16C6.11
up:Q55AB5	ddi:DDB_G0271976
up:Q751I7	ago:AGOS_AGL281C
up:Q6GM86	xla:444528
up:P16104	hsa:3014
up:P06897	xla:734746
up:P16886	spu:373348
up:P27661	mmu:15270
up:Q96QV6	hsa:221613
up:Q8IUE6	hsa:317772
up:Q64522	mmu:621893
up:Q9BTM1	hsa:55766
up:Q7ZUY3	dre:394048
up:P84051	dme:Dmel_CG31618
up:P84051	dme:Dmel_CG33808
up:P84051	dme:Dmel_CG33814
up:P84051	dme:Dmel_CG33817
up:P84051	dme:Dmel_CG33820
up:P84051	dme:Dmel_CG33823
up:P84051	dme:Dmel_CG33826
up:P84051	dme:Dmel_CG33829
up:P84051	dme:Dmel_CG33832
up:P84051	dme:Dmel_CG33835
up:P84051	dme:Dmel_CG33838
up:P84051	dme:Dmel_CG33841
up:P84051	dme:Dmel_CG33844
up:P84051	dme:Dmel_CG33847
up:P84051	dme:Dmel_CG33850
up:P84051	dme:Dmel_CG33862
up:P84051	dme:Dmel_CG33865
up:P69141	spu:105440218
up:P69141	spu:373337
up:P69141	spu:753951
up:P69141	spu:754440
up:Q16777	hsa:8338
up:Q8R1M2	mmu:232440
up:P70082	gga:417947
up:Q96KK5	hsa:85235
up:Q99878	hsa:8331
up:P0C0S9	bta:104968446
up:P0C0S9	bta:104975683
up:P0C0S9	bta:529277
up:P0C0S9	bta:616790
up:P0C0S9	bta:618824
up:Q6FI13	hsa:723790
up:Q6FI13	hsa:8337
up:Q93077	hsa:8334
up:P0C170	rno:103690190
up:P0C170	rno:502125
up:P02263	gga:100858459
up:P02263	gga:101749238
up:P02263	gga:404299
up:P02263	gga:417955
up:P02263	gga:427881
up:P02263	gga:427891
up:P02263	gga:427895
up:P20671	hsa:3013
up:Q8CGP6	mmu:319168
up:Q7L7L0	hsa:92815
up:Q8CGP7	mmu:319169
up:Q8CGP5	mmu:319173
up:P09588	cel:CELE_B0035.7
up:P09588	cel:CELE_F07B7.10
up:P09588	cel:CELE_F07B7.3
up:P09588	cel:CELE_F08G2.2
up:P09588	cel:CELE_F17E9.13
up:P09588	cel:CELE_F35H10.1
up:P09588	cel:CELE_F45F2.4
up:P09588	cel:CELE_F55G1.10
up:P09588	cel:CELE_H02I12.7
up:P09588	cel:CELE_K06C4.11
up:P09588	cel:CELE_K06C4.3
up:P09588	cel:CELE_T10C6.12
up:P09588	cel:CELE_T23D8.6
up:P09588	cel:CELE_ZK131.10
up:P09588	cel:CELE_ZK131.6
up:Q00728	rno:24828
up:P0C953	ang:ANI_1_1484094
up:Q4HTT1	fgr:FGSG_11627
up:Q8X132	ncr:NCU02437
up:Q4WWC6	afm:AFUA_3G05360
up:Q4PEF9	uma:UMAG_01504
up:O74268	bfu:BCIN_02g06800
up:P0CT12	mgr:MGG_03577
up:Q59SU5	cal:CAALFM_C303910WA
up:Q0U1A1	pno:SNOG_14611
up:P08844	ani:AN3468.2
up:Q757L4	ago:AGOS_AEL003C
up:Q74ZL4	ago:AGOS_AGR184W
up:Q1E5N1	cim:CIMG_02132
up:A5DJJ2	pgu:PGUG_03443
up:P04910	spo:SPAC19G12.06c
up:Q6CK59	kla:KLLA0_E17359g
up:Q6CK59	kla:KLLA0_F13332g
up:Q6BKW8	dha:DEHA2F18282g
up:P04909	spo:SPCC622.08c
up:P0CN99	cnb:CNBB5150
up:P04911	sce:YDR225W
up:A3LZZ0	pic:PICST_37161
up:P04912	sce:YBL003C
up:A3LXE7	pic:PICST_73490
up:Q6BRG3	dha:DEHA2D16588g
up:A5DBG4	pgu:PGUG_00619
up:Q6FM31	cgr:CAGL0K11440g
up:A5DWF1	lel:LELG_01687
up:Q6C4I6	yli:YALI0E26477g
up:Q6FWM7	cgr:CAGL0C04411g
